Gene Name	Gene ID	Protein ID(s)	Description	set1_Amount PSMs	set2_Amount PSMs	set1_Amount Peptides	set2_Amount Peptides	set1_Amount Unique peptides	set2_Amount Unique peptides	set1_q-value	set2_q-value	set1_MS1 precursor area	set2_MS1 precursor area	1_set1_tmt16plex_126	2_set1_tmt16plex_127N	3_set1_tmt16plex_127C	4_set1_tmt16plex_128N	5_set1_tmt16plex_128C	6_set1_tmt16plex_129N	IS_set1_tmt16plex_129C	HC2_set1_tmt16plex_130N	HC3_set1_tmt16plex_130C	HC4_set1_tmt16plex_131N	IS_set1_tmt16plex_131C	17_set1_tmt16plex_132N	18_set1_tmt16plex_132C	19_set1_tmt16plex_133N	20_set1_tmt16plex_133C	IS_set1_tmt16plex_134N	IS_set2_tmt16plex_126	7_set2_tmt16plex_127N	8_set2_tmt16plex_127C	9_set2_tmt16plex_128N	10_set2_tmt16plex_128C	11_set2_tmt16plex_129N	12_set2_tmt16plex_129C	13_set2_tmt16plex_130N	14_set2_tmt16plex_130C	15_set2_tmt16plex_131N	16_set2_tmt16plex_131C	IS_set2_tmt16plex_132N	HC5_set2_tmt16plex_132C	HC6_set2_tmt16plex_133N	HC7_set2_tmt16plex_133C	HC9_set2_tmt16plex_134N	set1_Amount fully quanted PSMs	set1_tmt16plex_126 - Amount quanted PSMs	set1_tmt16plex_127N - Amount quanted PSMs	set1_tmt16plex_127C - Amount quanted PSMs	set1_tmt16plex_128N - Amount quanted PSMs	set1_tmt16plex_128C - Amount quanted PSMs	set1_tmt16plex_129N - Amount quanted PSMs	set1_tmt16plex_129C - Amount quanted PSMs	set1_tmt16plex_130N - Amount quanted PSMs	set1_tmt16plex_130C - Amount quanted PSMs	set1_tmt16plex_131N - Amount quanted PSMs	set1_tmt16plex_131C - Amount quanted PSMs	set1_tmt16plex_132N - Amount quanted PSMs	set1_tmt16plex_132C - Amount quanted PSMs	set1_tmt16plex_133N - Amount quanted PSMs	set1_tmt16plex_133C - Amount quanted PSMs	set1_tmt16plex_134N - Amount quanted PSMs	set2_Amount fully quanted PSMs	set2_tmt16plex_126 - Amount quanted PSMs	set2_tmt16plex_127N - Amount quanted PSMs	set2_tmt16plex_127C - Amount quanted PSMs	set2_tmt16plex_128N - Amount quanted PSMs	set2_tmt16plex_128C - Amount quanted PSMs	set2_tmt16plex_129N - Amount quanted PSMs	set2_tmt16plex_129C - Amount quanted PSMs	set2_tmt16plex_130N - Amount quanted PSMs	set2_tmt16plex_130C - Amount quanted PSMs	set2_tmt16plex_131N - Amount quanted PSMs	set2_tmt16plex_131C - Amount quanted PSMs	set2_tmt16plex_132N - Amount quanted PSMs	set2_tmt16plex_132C - Amount quanted PSMs	set2_tmt16plex_133N - Amount quanted PSMs	set2_tmt16plex_133C - Amount quanted PSMs	set2_tmt16plex_134N - Amount quanted PSMs
BMP1	ENSG00000168487.20	ENSP00000380915.4;ENSP00000346941.5;ENSP00000428332.1;ENSP00000427950.1;ENSP00000428798.1;ENSP00000430015.2;ENSP00000430977.1;ENSP00000306121.8;ENSP00000305714.5;ENSP00000428665.1;ENSP00000428249.1;ENSP00000430406.1	bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067]	3	7	3	7	3	5	0.0	0.0	275389304.69938153	604432724.725174	0.0263535857845394	0.214099995485231	-0.103173240010801	0.089856421976183	-0.0132386990393156	0.0478995627406968	0.0492373045434817	0.559949842238023	0.14002740912445	-0.197607381993661	-0.00165650171049947	0.3393740152767	0.0940977889484857	0.0698132854075588	-0.0869954284496206	-0.071669614382297	-0.00221100304815991	0.0160537395689424	0.160227900006431	-0.225954375559581	-0.109445407875246	-0.100034376486526	-0.226709405364822	0.0560277458553102	-0.00356696901789633	0.0432401896195991	0.297525633665249	0.00221100304815813	0.600041056682119	0.323563021054817	0.32796390486838	0.252666660210284	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
GPSM3	ENSG00000233490.7	ENSP00000435410.1;ENSP00000436125.1;ENSP00000414024.2;ENSP00000413975.1;ENSP00000435723.1;ENSP00000434464.1;ENSP00000413430.2;ENSP00000410087.1;ENSP00000479690.1;ENSP00000434769.1;ENSP00000437307.1;ENSP00000405026.2;ENSP00000403132.1;ENSP00000479164.1;ENSP00000431348.1;ENSP00000433356.1;ENSP00000414939.2;ENSP00000407538.1;ENSP00000480670.1;ENSP00000432037.1;ENSP00000392487.2;ENSP00000396786.1;ENSP00000480790.1;ENSP00000433153.1;ENSP00000434899.1;ENSP00000372752.4;ENSP00000372756.2;ENSP00000485009.1;ENSP00000364180.3;ENSP00000436358.1;ENSP00000432714.1;ENSP00000364183.3;ENSP00000478357.1	G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945]	NA	1	NA	1	NA	1	NA	0.0	NA	352862616.9958496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0817494131932257	0.0922250298432754	0.596421713040231	0.299907184670474	0.0323530479792549	0.680378921006504	0.537854076913391	0.0522733905732728	0.281779478854757	0.0439890803882239	-0.143665887251682	0.0817494131932239	-0.229763371398054	-0.113048264003972	-0.0122295942099573	-0.537644101607079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CLSTN1	ENSG00000171603.18	ENSP00000366513.4;ENSP00000497950.1;ENSP00000401934.1;ENSP00000354997.4	calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]	11	12	11	12	11	12	0.0	0.0	239351381825.43082	164629205655.40765	-0.0128444326775341	0.0165626221736908	-0.0992598407661731	-0.0117487547564643	-0.036483407840854	-0.0688918269358956	-0.00230945950557171	0.44615075970021	0.268775054916667	0.251213897350796	0.0137429184364777	0.0160184612930223	0.0943732846760676	0.102637488437754	-0.108421415283539	-0.0125561725286536	0.0189438101626163	-0.110653239893262	-0.209103225153588	-0.0534452629889302	0.0273600398255667	-0.242174343099581	-0.0865521431885288	0.0431947833130089	-0.0114778533545543	0.0987977735687888	-0.119567393491832	-0.018943810162618	0.151866839011536	0.157828963735724	0.246510043193632	0.426022678357795	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
AMDHD1	ENSG00000139344.8	ENSP00000266736.2;ENSP00000448632.1;ENSP00000448918.1	amidohydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28577]	2	1	2	1	2	1	0.0	0.0	2834974778.1950684	374246692.3515625	0.0311387919886741	0.0559168826398952	0.0428075269993062	-0.138571093021689	-0.105356963271457	0.0525335545438397	-0.0260216412173833	-0.479285107043474	-0.243185774602173	0.0487016530506974	0.0935271487781684	-0.269835719014342	-0.0227208175722771	-0.173734597889133	0.724070644213732	-0.0686282211585381	0.0482038937196485	-0.441030417518952	0.464958078338594	-0.347820867227412	-0.500610642141684	1.03246915476532	0.306563214648147	-0.306291621859568	-0.191093150782358	-0.156133410841417	0.977246737320698	-0.0482038937196538	-0.213387861190466	-0.592206771693732	-0.143490144444939	-0.592046051619246	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OLFM4	ENSG00000102837.7	ENSP00000219022.2	olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]	2	3	2	3	2	3	0.0	0.0	16307572990.674011	243980808.9206543	-0.222969570989362	-0.844794000513368	0.973674932145448	0.270107399241772	-0.0987521859890625	0.250336108802716	-0.0366791826852566	-0.612771248525913	0.52906411891423	0.0662112113863049	0.0415518322659203	-0.600258947365278	-0.342972505685391	0.136337105051009	-0.215381973100213	-0.00599536317841842	-0.0388075636031182	1.01617261253726	0.5007519359044	-0.839789244167525	-0.406110332479644	-0.243755919123565	-0.233049234060115	0.774500718512986	0.0697443913696851	-0.307929981920143	0.115626459015765	0.0388075636031129	0.00699430046164551	-0.519785132174398	0.0352670298453592	0.590134111342485	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
LRRC19	ENSG00000184434.8	ENSP00000369395.5	leucine rich repeat containing 19 [Source:HGNC Symbol;Acc:HGNC:23379]	1	NA	1	NA	1	NA	0.0	NA	1205308484.8876953	NA	-0.235735223584879	0.49514915270983	0.191494287540268	0.0781292543325964	-0.0341953134263138	0.0617933028438751	-0.0732618560637004	-0.151083529238202	0.193276192368494	-0.0403690510451771	0.128233645264862	0.514017112667354	-0.0307605490134639	-0.238805696179877	0.165844294173722	-0.0560945027989179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP2B1	ENSG00000006125.18	ENSP00000468183.1;ENSP00000478471.1;ENSP00000482315.1;ENSP00000481704.1;ENSP00000484708.1;ENSP00000481246.1;ENSP00000468813.1;ENSP00000465848.1;ENSP00000482825.1;ENSP00000483185.1;ENSP00000479691.1;ENSP00000465357.1;ENSP00000478115.1;ENSP00000467382.1;ENSP00000466812.1;ENSP00000464966.1;ENSP00000466580.1;ENSP00000482835.1;ENSP00000487324.1	adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]	NA	1	NA	1	NA	1	NA	0.0	NA	100895955.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0262084657035047	0.086334501416971	0.247858047413756	0.0518353275235555	-0.145529625228559	-0.0643486535508977	-0.0333489241608511	-0.179839127006591	-0.0368736736966291	-0.135037435880768	0.0568549421908084	0.0262084657035029	0.042838095439242	-0.133232609839901	-0.134951574304388	0.129665042176871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VEGFC	ENSG00000150630.4	ENSP00000480043.1	vascular endothelial growth factor C [Source:HGNC Symbol;Acc:HGNC:12682]	1	3	1	2	1	2	0.0	0.0	203385060.78125	581434088.390625	-0.0158739452332401	0.171599454765865	-0.0519358791201761	0.158496685815898	-0.0567085637946141	-0.0109671131477134	0.0166709855341303	-0.548256325950625	0.181063095815137	-0.154317943321315	-0.0141273879648054	0.273633065987781	-0.214067225652555	0.321821235464625	-0.187046657710079	-0.00366631116707605	0.00546715980107493	-0.0468084017733936	-0.43364029355936	0.281690235903657	-0.0364337246619364	-0.0581432894678571	-0.190441772556451	0.109856531756272	0.120428589534637	0.357499770243503	0.291496048313338	-0.00546715980107315	0.0337283037312481	-0.0655471150447227	0.200663436581511	-0.00305827924602298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
FGL2	ENSG00000127951.8	ENSP00000248598.5	fibrinogen like 2 [Source:HGNC Symbol;Acc:HGNC:3696]	4	6	3	4	3	4	0.0	0.0	657222514.1608073	916056081.921875	0.424601614927003	-0.308791206775661	-0.3514668949102	-0.630687666705928	0.168950724367909	-0.300262536987213	-0.00699724351494346	0.247065580970196	0.181030042424529	0.272733726591937	0.0596350369108318	-0.363866926021224	-0.261153442667756	-0.124747530494819	-0.105338572319901	-0.0171651253481029	0.0136163992983587	0.195006309061251	-0.134960872871625	-0.25070810670268	0.0942312104407552	-0.488183861461529	0.265332207098176	0.294206067603669	0.0553829796194165	0.0452084275214713	0.366493234029729	-0.0136163992983604	0.0949833964906155	0.0397456794147342	-0.124605970463321	0.172272295465088	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
PSAP	ENSG00000197746.15	ENSP00000378394.3;ENSP00000488331.1	prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]	22	27	14	17	14	17	0.0	0.0	2815083849.7040915	3008092325.7368774	0.468536583689596	-0.0677472307789202	-0.0613006955976267	0.247970096783224	0.18672775084504	0.101474435524488	0.0156019898550603	0.00501759201121121	0.0326184691519451	-0.153210485822088	-0.00476961470323989	0.0286250682132252	-0.0453066089922185	-0.156112883372204	0.0557114758059516	0.00899594501371315	-0.0168975095899988	0.0695396843309677	-0.259097343495149	0.295762504945358	-0.0166343274514915	0.11323560841452	-0.342610935352194	0.268489882964104	0.511709311545069	0.00766231197875555	-0.0847589570456968	0.016897509589997	-0.17150890345377	0.246874298052273	-0.0353976999131653	0.0527192956188784	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27
CCDC18	ENSG00000122483.18	ENSP00000343377.7;ENSP00000383808.3;ENSP00000508593.1;ENSP00000394234.2;ENSP00000359299.2;ENSP00000510597.1;ENSP00000434031.2;ENSP00000431409.2;ENSP00000509021.1;ENSP00000391151.1;ENSP00000510046.1	coiled-coil domain containing 18 [Source:HGNC Symbol;Acc:HGNC:30370]	1	1	1	1	1	1	0.0	0.0	2960841563.7265625	224360992.40625	0.278477742288876	0.252742548137849	-0.216549077005112	-0.262391746443956	0.202236201608621	-0.228578424636921	0.0116117581296464	-0.101769796372668	0.0984874174906345	-0.195423884064828	-0.0558052327570664	0.0412199175679859	0.317935942051002	0.0146083200501579	0.311313123670901	0.0430707610296688	-0.00227299608661724	-0.233652766620292	-0.305019944444183	-0.294702141021038	0.042360197703097	-0.218922771719097	-0.412926999571102	-0.31204374046775	0.168025520916245	-0.0117388042842492	-0.411542275218741	0.00227299608661546	0.684791409820043	0.29482579556473	0.440612509075436	0.130368945030519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
STAG1	ENSG00000118007.13	ENSP00000372689.2;ENSP00000236698.5;ENSP00000419093.1;ENSP00000418472.1;ENSP00000419317.1;ENSP00000420789.1;ENSP00000486745.1;ENSP00000404396.2	stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]	NA	1	NA	1	NA	1	NA	0.0	NA	96544971.87890625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0811170599696247	-0.204692756014204	-0.364725616396157	-0.271875816078403	-0.243737537478722	-0.195113372548388	-0.20906459218487	0.0180282850118658	-0.358658560647168	-0.0233567689666678	-0.368350441958064	-0.0811170599696229	0.200289482989152	0.979026420041205	0.410355622411796	0.320626625411361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LTBP1	ENSG00000049323.16	ENSP00000386043.2;ENSP00000405993.2;ENSP00000384373.1;ENSP00000385359.1;ENSP00000384091.1;ENSP00000415412.1;ENSP00000417591.2;ENSP00000388154.2;ENSP00000395211.1;ENSP00000393057.2	latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]	30	20	19	14	19	14	0.0	0.0	1354171556.4522297	3416426578.6621346	0.268457348389449	0.0137258382870815	-0.0973779282264893	0.220578362766179	-0.188995327008196	-0.0360093853643813	-0.00654646761145905	0.0765454295715955	0.285989317433845	-0.0964737995795453	0.00460348275359479	0.0784192334412399	0.0635324964308923	-0.234955176934646	-0.225911501450268	-0.00453536381136299	-0.0198267337823452	-0.310545190665916	-0.181139070978205	-0.011127583646708	-0.0285703378739974	0.180680436564877	-0.319323843304677	-0.224612543623145	-0.106808217931803	0.0821972869851031	-0.113051606436532	0.019826733782347	-0.00938749332670064	0.259868780711578	0.0365452560642723	-0.0412563704693234	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
IGHV4-4	ENSG00000282223.1	ENSP00000487977.1;ENSP00000410711.2	immunoglobulin heavy variable 4-4 [Source:HGNC Symbol;Acc:HGNC:5652]	NA	4	NA	3	NA	1	NA	0.0	NA	138268369.3324585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00379104644354911	-0.00845334229225969	0.0791793934170713	0.517401071995533	-0.505441272132607	0.942509194749203	-0.419931762073968	-0.369269081424669	-0.428194645677269	0.203906406980977	0.225334797502912	0.00379104644354733	0.204916305089881	-0.309213491484698	0.0608845765129722	0.368484938279209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ANXA1	ENSG00000135046.14	ENSP00000257497.6;ENSP00000412489.1;ENSP00000414013.1;ENSP00000366109.1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]	10	6	7	5	7	5	0.0	0.0	425319699.25020343	845173058.0498047	-0.353862985648183	-0.285137641024645	0.868305258318025	0.356994464030129	-0.34390674374634	-0.0515178253136206	-0.0402232004342773	-0.650414958888591	-0.380142933143159	-0.274872585200758	0.0526572884642702	-0.1333502143218	-0.179532164809881	0.156468877220425	0.229643423679367	0.00631401594477854	-0.0830063674662433	0.229289041415001	-0.531552820643658	0.0989729118781959	-0.578887000123053	1.0334182438909	-0.710692629092419	0.620859380353384	-0.110191396897427	-0.840712140043937	-0.470199766656052	0.0830063674662442	-0.686719850064685	-0.741231059875352	-0.0120746186398328	-0.656675040211274	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TFRC	ENSG00000072274.13	ENSP00000414015.1;ENSP00000353224.4;ENSP00000390133.1;ENSP00000376197.3;ENSP00000402839.1	transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]	78	77	39	37	38	36	0.0	0.0	10769373252.489176	24890052204.211914	-0.102981162171394	0.863488707374025	0.120350278413484	0.153432502370721	0.0381711088150238	-0.246191426918501	-0.0113881016409003	0.0278454090395446	0.554895072860836	0.0798331005354749	-0.00720735887759894	0.498739323507396	-0.285732729377815	0.18103636432439	0.172999467771879	0.0276781242572346	0.00712931770224756	-0.0300411296766043	-0.429475170884267	0.105793225639172	0.0461000311517523	-0.452135768812969	-0.0630757924734553	0.166618483276348	0.027980165077933	0.601530033615211	-0.092884231777469	-0.00712931770224756	-0.158968008035563	-0.0852357065882536	0.0996793507148741	0.0201569185853572	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76
PCSK9	ENSG00000169174.11	ENSP00000501004.1;ENSP00000303208.5;ENSP00000501257.1;ENSP00000501161.1	proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001]	20	19	13	14	13	14	0.0	0.0	3085938140.6328125	6426151131.137248	-0.00220284853379837	-0.0107725956771478	0.143623732245893	-0.0830370678626817	0.405259293754948	-0.0468808477344451	0.0154024885982356	0.073018044764277	-0.249721792629675	-0.164016176292127	-0.0371811460378098	-0.156791446563025	-0.0171108786320504	0.385091454169356	0.223447997567394	0.00776282598829336	0.00522104920473865	-0.0132065818806311	-0.126820216641438	0.0560333570577356	0.136099107785302	0.123991604101104	-0.0958229608555214	0.123461395838042	0.324855080607538	-0.23222363921567	0.298759547820488	-0.00522104920474042	-0.346642669695811	0.0910394157124728	-0.16170828473312	-0.123087742326494	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
CSPG4	ENSG00000173546.7	ENSP00000312506.5	chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466]	10	13	10	13	10	13	0.0	0.0	788985490.0222982	1763429990.9418843	0.0300214594842716	-0.0244236245784073	-0.175748706780075	-0.104971778434839	0.125697121074382	-0.207687011444504	0.00226397608441431	0.458671071410935	0.678066651226943	0.512416568160642	0.000741601311532669	-0.0382083356691263	0.0456510058603889	-0.00743046721253471	0.022185235040129	0.021612706804671	-0.0322120555936234	0.0938744270306593	0.0656886731715627	-0.215299523643484	0.10052801877913	-0.165054631029435	0.287890346998356	0.0905687171822258	-0.125264892546927	0.0447039670568579	0.358388103157115	0.0322120555936198	0.0490429870954348	-0.0965059603135323	-0.0156529461439021	0.4095452250777	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
CHMP4B	ENSG00000101421.4	ENSP00000217402.2	charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]	1	1	1	1	1	1	0.0	0.0	576429182.9550781	342822497.2685547	-0.215524382491479	-0.0451219142520358	-0.33763388722145	-0.475734627604954	-0.218458106486994	-0.051198583097988	-0.0750019324599123	0.15163824001062	0.118947574634529	1.16258491225525	0.0586310821298888	-0.135525999575741	-0.226420311762605	-0.104114495366723	-0.124603403942759	0.0152481367322688	-0.00638011904974789	-0.200146914338973	0.0637095859364472	-0.040449378430953	-0.0930154465422817	-0.0669936609784152	0.0465221508490714	-0.204658159917251	0.00385958468616465	-0.31254950003088	0.109844495199646	0.00638011904974256	0.0676103768249376	-0.0874760050302825	-0.0345053811369418	0.214098433638348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGKV1-5	ENSG00000282801.1	ENSP00000488639.1;ENSP00000420436.1	immunoglobulin kappa variable 1-5 [Source:HGNC Symbol;Acc:HGNC:5741]	NA	2	NA	1	NA	1	NA	0.0	NA	981446200.171875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0348530576594097	0.48761484771582	-0.0816441396656895	0.539390359018878	-0.330340482836309	0.179761628103961	-0.541453945073139	-0.517461634309415	-0.667644154542751	-0.110905083033765	-0.127701264128637	-0.0348530576594133	-0.0710914401182521	-0.283958597155273	0.188626749011291	-0.10635221446528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ZC4H2	ENSG00000126970.16	ENSP00000363972.3;ENSP00000338650.2;ENSP00000399126.2	zinc finger C4H2-type containing [Source:HGNC Symbol;Acc:HGNC:24931]	NA	1	NA	1	NA	1	NA	0.0	NA	163071020.55078125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0154495988394459	0.109206724187423	0.519491964271682	-0.329071834466369	-0.409974394399885	-0.310600593139041	-0.0615966976590947	0.0113859583831566	-0.247314712647874	-0.16244316962438	0.658877903440349	-0.0154495988394494	0.739605508500823	-0.137536582938619	0.164408916326174	0.563572026686559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DPEP2	ENSG00000167261.14	ENSP00000377430.1;ENSP00000459375.1;ENSP00000458977.1;ENSP00000462652.1;ENSP00000463604.1;ENSP00000460169.1;ENSP00000461250.1	dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:23028]	19	23	12	13	11	12	0.0	0.0	7021290389.143544	97034727385.55907	-0.0905904092892644	0.355970644960639	0.0272269156661409	-0.171824651533974	0.139192360167837	-0.0952002247373818	0.0259151916338034	-0.025488948839989	0.313755441735825	-0.0398950593305347	0.0	0.0290128492864099	0.09373414994218	0.731395899722305	-0.0677146893020772	0.0115804761172109	-0.0122654664505326	-0.138387210718793	-0.164297262027532	0.0681493110128564	0.00663944937295113	0.056394379426937	-0.111251079029255	-0.0362794642682189	-0.0370824627756363	0.0949099718156852	-0.238435728055098	0.0122654664505344	-0.275980842093471	-0.0136163639810647	0.255128105543022	0.365277941930763	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
PLXND1	ENSG00000004399.13	ENSP00000426162.1;ENSP00000317128.4;ENSP00000426540.1;ENSP00000427696.1;ENSP00000423832.1;ENSP00000426241.2	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]	5	5	4	5	4	5	0.0	0.0	3770360813.0522714	2108005534.8196614	-0.0567844292557727	0.215820679964184	0.082649521648829	-0.0349518275256564	0.296585995687846	-0.217905560165216	-0.0783889196799024	0.260171490587425	0.245117010799802	-0.058148985091778	0.0156589480081681	0.220748698282769	-0.157236663479799	0.477289471383759	0.0967225864885943	-0.0043437016112966	-0.0278054506507956	0.205677724573725	0.0230734666798895	-0.0918284401296532	0.0701034841846564	-0.0648873068062237	-0.19385165917009	-0.0439681195665855	-0.104537802831867	0.0371647676860292	-0.126076769611601	0.0278054506507903	0.155802980431893	0.0214469030429676	0.312638812194596	0.116342340310641	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
CLEC11A	ENSG00000105472.14	ENSP00000250340.3;ENSP00000471075.1	C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576]	4	3	4	3	4	3	0.0	0.0	631176780.1708984	146920142.87239584	-0.023167761617696	-0.00902043305364053	-0.0772184088067025	0.0282113723072186	0.034267655137568	-0.195952737354486	0.0676759078338272	-7.34241310462735e-05	-0.146957587433934	0.0314166490707661	0.00287510603696095	-0.111875216244636	0.198800488997346	0.0109227237766394	0.0551477361062389	-0.0364879654882655	-0.0182851030991955	0.0399577258491917	-0.168517412764903	-0.0779785637436632	0.0150748283693609	0.200073248783717	0.18152326522161	0.140251669104209	0.358430313585757	0.0717713723013489	0.359402347320351	0.0182851030991955	0.167251726774399	0.0941801499673502	-0.182508115626895	0.160322316605923	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HPR	ENSG00000261701.9	ENSP00000497360.1;ENSP00000441828.2;ENSP00000462916.1	haptoglobin-related protein [Source:HGNC Symbol;Acc:HGNC:5156]	184	178	22	22	10	10	0.0	0.0	6603835337.525879	4528123178.93278	0.0700913671961043	1.87801955872213	0.123363555413992	0.219895998620627	-0.389585640017979	0.291251370281999	-0.0186591708148178	-0.248454943009493	-0.402523913008739	-0.268526899276692	-0.060879535358378	-0.256100295422403	0.162493982997668	0.26601946581	0.243456080660943	0.0386782528842025	0.000545360453941157	-0.306661558721181	-0.287558690219143	0.178140454345588	-0.311254707956181	-0.544707195908412	-0.175247910512343	0.323524151014109	-0.0272681352814601	-0.00358210088397115	-0.251429578274607	-0.000545360453942934	-0.567112476930747	0.0542272103621002	-0.448351806867091	-0.626422276283833	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
PRRC1	ENSG00000164244.21	ENSP00000296666.9;ENSP00000392873.2;ENSP00000421965.2	proline rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28164]	NA	1	NA	1	NA	1	NA	0.0	NA	60512480.818359375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00787825919551111	0.0175926205048533	0.0814005542899565	-0.120305867029238	-0.0208900933096565	0.094037883412188	0.444121533522672	-0.217084987858325	0.120142882744734	-0.223788372456447	0.368205467029924	-0.00787825919550933	0.391080319742436	-0.06196448405613	0.165984600323238	0.155020372767648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
